asset_type,category,name,platform,hook,post,cta,install_command,repo_url
integration,Forms,discord,LinkedIn / X,Stop making your agent guess how Discord works.,"The `discord` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/discord.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,divi-form-builder,LinkedIn / X,Stop making your agent guess how Divi Form Builder works.,"The `divi-form-builder` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/divi-form-builder.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,divi-form,LinkedIn / X,Stop making your agent guess how Divi Form works.,"The `divi-form` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/divi-form.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Commerce,dokan,LinkedIn / X,Stop making your agent guess how Dokan works.,"The `dokan` integration guide gives agents a standalone reference for commerce platform reference with API ✓, MCP -, CLI ✓, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/dokan.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Analytics,drip,LinkedIn / X,Stop making your agent guess how Drip works.,"The `drip` integration guide gives agents a standalone reference for analytics platform reference with API ✓, MCP -, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/drip.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,dropbox,LinkedIn / X,Stop making your agent guess how Dropbox works.,"The `dropbox` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI ✓, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/dropbox.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Analytics,dub-co,LinkedIn / X,Stop making your agent guess how Dub Co works.,"The `dub-co` integration guide gives agents a standalone reference for analytics platform reference with API ✓, MCP -, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/dub-co.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Commerce,easy-digital-downloads,LinkedIn / X,Stop making your agent guess how Easy Digital Downloads works.,"The `easy-digital-downloads` integration guide gives agents a standalone reference for commerce platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/easy-digital-downloads.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Commerce,easycommerce,LinkedIn / X,Stop making your agent guess how Easycommerce works.,"The `easycommerce` integration guide gives agents a standalone reference for commerce platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/easycommerce.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,eform,LinkedIn / X,Stop making your agent guess how Eform works.,"The `eform` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/eform.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,elastic-email,LinkedIn / X,Stop making your agent guess how Elastic Email works.,"The `elastic-email` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP -, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/elastic-email.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,elementor-form,LinkedIn / X,Stop making your agent guess how Elementor Form works.,"The `elementor-form` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/elementor-form.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,emailoctopus,LinkedIn / X,Stop making your agent guess how Emailoctopus works.,"The `emailoctopus` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/emailoctopus.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,encharge,LinkedIn / X,Stop making your agent guess how Encharge works.,"The `encharge` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/encharge.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,essential-addons-elementor,LinkedIn / X,Stop making your agent guess how Essential Addons Elementor works.,"The `essential-addons-elementor` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/essential-addons-elementor.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,essential-blocks,LinkedIn / X,Stop making your agent guess how Essential Blocks works.,"The `essential-blocks` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/essential-blocks.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Support,eventin,LinkedIn / X,Stop making your agent guess how Eventin works.,"The `eventin` integration guide gives agents a standalone reference for support platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/eventin.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,everest-forms,LinkedIn / X,Stop making your agent guess how Everest Forms works.,"The `everest-forms` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/everest-forms.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,fabman,LinkedIn / X,Stop making your agent guess how Fabman works.,"The `fabman` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fabman.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Events,firehose,LinkedIn / X,Stop making your agent guess how Firehose works.,"The `firehose` integration guide gives agents a standalone reference for events platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/firehose.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,CRM,flowlu,LinkedIn / X,Stop making your agent guess how Flowlu works.,"The `flowlu` integration guide gives agents a standalone reference for crm platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/flowlu.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Automation,flowmattic,LinkedIn / X,Stop making your agent guess how Flowmattic works.,"The `flowmattic` integration guide gives agents a standalone reference for automation platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/flowmattic.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,fluent-community,LinkedIn / X,Stop making your agent guess how Fluent Community works.,"The `fluent-community` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluent-community.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,fluent-forms,LinkedIn / X,Stop making your agent guess how Fluent Forms works.,"The `fluent-forms` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluent-forms.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Support,fluent-support,LinkedIn / X,Stop making your agent guess how Fluent Support works.,"The `fluent-support` integration guide gives agents a standalone reference for support platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluent-support.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Affiliate,fluentaffiliate,LinkedIn / X,Stop making your agent guess how Fluentaffiliate works.,"The `fluentaffiliate` integration guide gives agents a standalone reference for affiliate platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluentaffiliate.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Content,fluentboards,LinkedIn / X,Stop making your agent guess how Fluentboards works.,"The `fluentboards` integration guide gives agents a standalone reference for content platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluentboards.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Events,fluentbooking,LinkedIn / X,Stop making your agent guess how Fluentbooking works.,"The `fluentbooking` integration guide gives agents a standalone reference for events platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluentbooking.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Commerce,fluentcart,LinkedIn / X,Stop making your agent guess how Fluentcart works.,"The `fluentcart` integration guide gives agents a standalone reference for commerce platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluentcart.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,CRM,fluentcrm,LinkedIn / X,Stop making your agent guess how Fluentcrm works.,"The `fluentcrm` integration guide gives agents a standalone reference for crm platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluentcrm.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,fluentsmtp,LinkedIn / X,Stop making your agent guess how Fluentsmtp works.,"The `fluentsmtp` integration guide gives agents a standalone reference for email platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/fluentsmtp.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,formcraft,LinkedIn / X,Stop making your agent guess how Formcraft works.,"The `formcraft` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/formcraft.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,formgent,LinkedIn / X,Stop making your agent guess how Formgent works.,"The `formgent` integration guide gives agents a standalone reference for forms platform reference with API -, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/formgent.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,formidable-forms,LinkedIn / X,Stop making your agent guess how Formidable Forms works.,"The `formidable-forms` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/formidable-forms.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,forminator,LinkedIn / X,Stop making your agent guess how Forminator works.,"The `forminator` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/forminator.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,freshdesk,LinkedIn / X,Stop making your agent guess how Freshdesk works.,"The `freshdesk` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/freshdesk.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,CRM,freshsales,LinkedIn / X,Stop making your agent guess how Freshsales works.,"The `freshsales` integration guide gives agents a standalone reference for crm platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/freshsales.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Forms,g2,LinkedIn / X,Stop making your agent guess how G2 works.,"The `g2` integration guide gives agents a standalone reference for forms platform reference with API ✓, MCP -, CLI ✓, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/g2.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Analytics,ga4,LinkedIn / X,Stop making your agent guess how GA4 works.,"The `ga4` integration guide gives agents a standalone reference for analytics platform reference with API ✓, MCP ✓, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/ga4.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Content,gamipress,LinkedIn / X,Stop making your agent guess how Gamipress works.,"The `gamipress` integration guide gives agents a standalone reference for content platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/gamipress.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Content,geodirectory,LinkedIn / X,Stop making your agent guess how Geodirectory works.,"The `geodirectory` integration guide gives agents a standalone reference for content platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/geodirectory.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,CRM,getgist,LinkedIn / X,Stop making your agent guess how Getgist works.,"The `getgist` integration guide gives agents a standalone reference for crm platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/getgist.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,getresponse,LinkedIn / X,Stop making your agent guess how Getresponse works.,"The `getresponse` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP -, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/getresponse.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,givewp,LinkedIn / X,Stop making your agent guess how Givewp works.,"The `givewp` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/givewp.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Developer Intent,github,LinkedIn / X,Stop making your agent guess how Github works.,"The `github` integration guide gives agents a standalone reference for developer intent platform reference with API ✓, MCP ✓, CLI ✓, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/github.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,CRM,gohighlevel,LinkedIn / X,Stop making your agent guess how Gohighlevel works.,"The `gohighlevel` integration guide gives agents a standalone reference for crm platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/gohighlevel.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,gong,LinkedIn / X,Stop making your agent guess how Gong works.,"The `gong` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP -, CLI -, and SDK - coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/gong.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Email,google-ads,LinkedIn / X,Stop making your agent guess how Google Ads works.,"The `google-ads` integration guide gives agents a standalone reference for email platform reference with API ✓, MCP ✓, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/google-ads.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
integration,Events,google-calendar,LinkedIn / X,Stop making your agent guess how Google Calendar works.,"The `google-calendar` integration guide gives agents a standalone reference for events platform reference with API ✓, MCP ✓, CLI -, and SDK ✓ coverage. It is built for API-aware marketing workflows, automation planning, CRM ops, analytics, content systems, and WordPress or SaaS integrations. Open the guide, then let your agent use the auth pattern, operations, fields, limits, and related skills.",Install Marketing Skills OS: npx skills add scayver/marketing-skills. Guide: `tools/integrations/google-calendar.md`. Repo: https://github.com/scayver/marketing-skills.,npx skills add scayver/marketing-skills,https://github.com/scayver/marketing-skills
